Date,sender,tot_transactions,out_degree,in_degree,total_amount,max_amount,min_amount
2021-2,io1ur93juclwqap5pvczrjyxfy5r4ltcwh6yuy2yv,70,8,3,20766353815000000000000,6381860000000000000000,0
2021-2,io15vtzzejfkcj4kax80v2z09s9vssmt448nm7mkx,10,6,3,3100172314000000000000,3100000000000000000000,0
2021-2,io1ue76nd00vn6tn47f6d935kuyrdm5k6hw3eare4,86,6,4,135445129763000000000000,100344868600000000000000,0
2021-2,io1mjgfxutfjqnh6yr99supvexvyy5nt2nlq6drav,39,5,2,1999964170000000000000,500000000000000000000,0
2021-2,io1d5jg6h3gu9arct82w8dkrwzcffvmxdqllqen68,20,7,2,261906522000000000000,131270000000000000000,0
2021-2,io1cxpwadhwhrq6qaxmnh8qhqpxfs9xpvww8qndgt,36,5,1,13091120632333383648,12223930632333383648,0
2021-2,io1haz700geu3afjm7f6ts2ymae2dha9afpqpzypd,39,6,2,23435466454000000000000,11398555470000000000000,0
2021-2,io1wcxkqphjtchmn2u8s8q73arxnspznnl0u64hdq,32,10,4,2939862042522046142425,2264223764720020571136,0
2021-2,io1mmsdxuma49ecvmfa8gnpt8n8lkhqhnlj0cx26v,40,5,4,1149568334134319870000000,451786000000000000000000,0
2021-2,io1uxnytq4kydzqwgx5lamk49lsfnf7y2twtphv34,42,9,5,5675699602793341700000,820511411042399700000,0
2021-2,io1dwmtcm446zp0cva66022l6uy4x7ptqu5l3cqzu,17,7,3,160432156000000000000,150000000000000000000,0
2021-2,io1540xevqnstmk63st09jfxysg8g4hszglp3tlpt,10,5,2,133751152705437847889,129625801705437847889,0
2021-2,io1lzvg6tu675r48ft9kpzkgatcaqpt8kq0hdn97m,16,6,2,14045865409000000000000,5900000000000000000000,0
2021-2,io1yxnk3tzqhywlemjmsqjjgdms3y6zt58j2jfhde,26,5,2,6237859883198656196564,6237165142198656196564,0
2021-2,io1cgzwktxcv2ympehs54lj8lqfg5ewc0ktt45vfm,3004,225,314,1041776870068958155092823,159144844827149039127657,0
2021-2,io1epe2dul85ydhk35a0anum4rszgklrpk07m9z48,120,15,5,586311073000000000000,200000000000000000000,0
2021-2,io1gdqnpeed5u2uezmnay6y30nje6xal8q9suw4lq,89,10,6,480002169285000000000000,400000000000000000000000,0
2021-2,io1wxxuvqwjqtmt9cz3hyan9kh3mpx7sa34yjq43f,36,8,4,8989275361210267216446,1831776402634748308223,0
2021-2,io1ftw2v00pvdq5tlq3gxcah9xg3f3cqw2krwwvz8,28,8,5,2839924907175952914195,1100000000000000000000,0
2021-2,io1vj3m27q7qhfmnn0gdcegkkc2wptztpy2fkd5n5,60,8,1,2051931593201257400000,1000000000000000000000,0
2021-2,io1ld8206240y5katj67wx53ha3al4mjpr32qnnrc,24,6,4,127461765753000000000000,100404693900000000000000,0
2021-2,io14da2yw06y8etn0le755mecamrfvpwmul43djcd,16,6,1,470106791449578483762,466917944449578483762,0
2021-2,io19fhxcjf4xsh2yda4ch0d5a99z3h3u2a6nrd58n,162,5,3,5210882520378999300000,2499590000000000000000,0
2021-2,io1rw36ydhn4ugktrusvxthczja4ngyfhvq9h06kq,84,42,2,80999034850000000000000,2998510000000000000000,0
2021-2,io1mz5tmh6sjkgdp7znm34squww65w9a7fh5g4f4n,82,6,1,75585818018000000000000,60000000000000000000000,0
2021-2,io1hss3mwpvm9a3ylzflge3wyaz365wjs3dhjg400,38,5,2,46001029528000000000000,31000000000000000000000,0
2021-2,io1w4q2j7wnzp4tms4k7zd2jxpjtqfqmm9culxep5,8,5,2,119964978000000000000,119000000000000000000,0
2021-2,io1hjf0uh722g8t7uaymqw7gg0c0wk6z528j0vkxf,116,7,5,19563004268000000000000,5000000000000000000000,0
2021-2,io19meaw3d9nxzazuwxppma63u4nv4nf7s3hcvqu6,105,12,7,50544484904000000000000,20000000000000000000000,0
2021-2,io19l5de59djdwznljvwfvz5amtny6rua7seff6j6,127,10,5,15297276042067400000000,10894631826067400000000,0
2021-2,io1p26624xyt9xmpf0cqp5ktugsshpxenw7kuru2v,52,10,5,6492232071846946600000,833000000000000000000,0
2021-2,io1507f9z9099pm275dgvwtz4p6jnd3vwzh3zl6ya,50,8,8,21268494707500000000000,5000000000000000000000,0
2021-2,io1qrwex6tu5008a0hj5ur964zq3zr7ejm6hum25j,68,9,5,13200919342000000000000,6615000000000000000000,0
2021-2,io1xvlak8rz7a7jrf6msucx94srzsdy4rkrhdt6tc,37,5,2,63913424358000000000000,24900000000000000000000,0
2021-2,io1hycmyy66u3attd7w3g0prgjzsw33yu8jk8m7u2,59,5,1,5078774877000000000000,4077498000000000000000,0
2021-2,io1ue9xm3auelsm7lzsezy3juvu429mprxdz73ak0,10,6,1,158050000000000000000,150000000000000000000,10000000000000000
2021-2,io187lklztt8jm5wlc0p3xlfg7q3n47cyxslmhsar,56,14,6,7735377741000000000000,5710000000000000000000,0
2021-2,io1f5yl53lw3cd822fp95twsku3z73z437kcefjch,114,7,2,5613202880042082000000,2889361800000000000000,0
2021-2,io13p2ysp63dn5xc5pvayntugvv3un6k9sv772nwu,40,6,2,396212826000000000000,130000000000000000000,0
2021-2,io1p4znnjgc55ex6nylrccspmnmx6ze3ewel2fgz5,10,5,3,2040702185000000000000,1039503700000000000000,0
2021-2,io1959fs3xenjd2ngut0p0pxcjz3rxfkx9l7j3qph,19,7,4,10008398935000000000000,10000000000000000000000,0
2021-2,io102s4660k3cynae2r8gde6scg74mf6f7k9dq955,278,66,7,314614674828000000001000,100000000000000000000000,0
2021-2,io100jtq7sscnt4rp3j9lcghwnfwd42py74ufmfzc,35,8,2,12404999450000000000,8408724450000000000,0
2021-2,io150dlkfletj97dcm3nzawp4k6dpjedpu4m35tpw,29,12,6,7820524001000000000000,7820000000000000000000,0
2021-2,io1pw5eg6xmf4fln05caemr9zuz9gf4xhml0utvxd,18,6,3,19002466479602853000000,18800055580602853000000,0
2021-2,io1p4hgsxcsslrkuc2ywn2arjtuddrk4608ffu9mg,64,6,1,215655127000000000000,112653000000000000000,0
2021-2,io1vpr8sdn3khq5q404qd24x73y2sp3e2hlh6a0he,96,6,4,352842629009550966229,129000000000000000000,0
2021-2,io1redr57l2kmsykv7c3fay0kqevsafd4gh2gfm3k,46,14,6,5698293887006855300000,830367115580000000000,0
2021-2,io10pytq3j89cv8xu0e0zve84ywt8n6s3dfglwlk4,66,5,2,7070679373000000000000,3500000000000000000000,0
2021-2,io1hatj58yyatmfr3ehx0sggxrxa9sakqu8nfnhp7,26,7,3,7089072322000000000000,6000000000000000000000,0
2021-2,io1m8fxet97s04hy4h9a4eagf9k0hhh2wvejyjxnm,38,5,2,98358079929000000000000,49999000000000000000000,0
2021-2,io1r73tuxjege388r66vzfvzgqhwwp9tuqhvu0pxt,56,8,1,6457043047000000000000,5400000000000000000000,0
2021-2,io1apwgy5futxx0sqr7j98fwpuk0wcz47nvmdqg3m,108,8,3,38835381577526407000000,17500831937526407000000,0
2021-2,io1zvcyzjdm39jf5vpmuur5pqr2jnyzjxgelsuep5,3262,25,10,299874554769000000000000,50042500000000000000000,0
2021-2,io10mk2dqu0e86x7urmadc34v7m3alqqy5l5t822r,20,7,1,15453767000000000000,10000000000000000000,0
2021-2,io1n2y855h5vw56mymf9hlep04ekua9sqt0t2fd6m,78,7,2,507558328846000000000000,171025000000000000000000,0
2021-2,io1eanzpy6ynuq83s5gywd3yqn3adnjyxg0aphqtd,9,5,3,3423766155735765749605,3200610643735765749605,0
2021-2,io1pn2nze22duphc9qxl834pc3zsm8dtnwtn9xmqz,23,6,1,130638176000000000000,130000000000000000000,0
2021-2,io1mr6h2lut3umqy4a9h39re63hpuhqywcgev5kjr,27,5,3,52320370742000000000000,30000000000000000000000,0
2021-2,io1jd6m8ajulwjsvaqahv55uqg7q367ugw582rrdu,41,7,3,12201073176000000000000,12200000000000000000000,0
2021-2,io10j588g0gwuzkwt5xrhayludgqng07wy885mdxs,129,5,2,19973004675000000000000,19700000000000000000000,0
2021-2,io146xln0e894yfsf7h30xzvd05hpqmneer5cpdph,84,8,4,5672778686868808590000,440600775762455700000,0
2021-2,io12jv8ph0zkntvz3ep90m6j0j389wjjp9g9qs4tm,151,9,4,6875144314000000000000,1496270000000000000000,0
2021-2,io12ttjhzan56hysm8fl94yjt2zugxn5dk9vyqrw6,40,5,1,9824516230399529023,8836612230399529023,0
2021-2,io1kwmd2xah3utxq2aafrxw5cjx29wklvgh5qclmy,12,5,1,7860000000000000000,2000000000000000000,10000000000000000
2021-2,io144p2ek5lp367z8me6f66g3wfrqjw3faty5d5uu,120,9,2,91567459051961728517000,41230000000000000000000,0
2021-2,io1jtmdjn57j3ggr392wwdgfy0aaukyvwulltj0lf,44,13,1,724767998659330354634752,113000000000000000000000,15000000000000000
2021-2,io1m70rj7e7zs7hxy7v4qe0je5s4z7dwmke0h0wzd,12,5,2,10799944810000000000000000,5399955000000000000000000,10000000000000000
2021-2,io179mmarepga9e3lrpzx9tx80vlzmlvu07sc37qc,102,5,2,3102605218000000000000,614740000000000000000,0
2021-2,io1ap5smf54awc7vngtgzsmvvppswza0y3t0gng90,62,5,3,1792672000000000000,60357000000000000,0
2021-2,io1yftf6xuar26lsaher0qa73d0zc3csm884hjwvh,111,9,5,196064661594000000000000,49439300000000000000000,0
2021-2,io1unqt9gwv5zn24qvqwnga8sjwr2f3z632vx5fng,39,5,1,12585181195377236251,11555130195377236251,0
2021-2,io10qth56tn9w53x7vdkkuvl88h65qjsl7vfcjssn,60,19,0,31118452000000000000,6119389000000000000,0
2021-2,io17pgh03sr4g2zahke02la9acrvu709pguxh94m2,54,8,1,22689342704920303100,12000000000000000000,0
2021-2,io1xr8sv6ljye8260xrcwqp8er2z6dmu230h5hdvs,81,9,2,10047492183000000000000,5000000000000000000000,0
2021-2,io1jp59g4rp7deml6xw99adz3q3pf5y99t8yuhe65,8,5,1,1120040000000000000000,500000000000000000000,10000000000000000
2021-2,io1re4hhk0steru6u8xkpz5w8pl62k69qpcnfqxg4,69,7,4,109806266262000000000000,100000000000000000000000,0
2021-2,io18kllewlkh88zy307w49zzfrtzd5su2h00ajx6t,61,6,1,1052258213931298400000,640021507931298400000,0
2021-2,io19af5gl0ty26t5upkltmr2vnysu8lkj4wgasdel,125,5,1,261728723922673718000,66978000000000000000,0
2021-2,io1ah7sf0jkvg73jwxhpq4fhtz952dqlsw82qf2qn,66,5,2,8052483729300849500000,830000000000000000000,0
2021-2,io1ep5aamaaejsneqsa9fs4g7tsagdk4awulvssu0,120,6,3,77986057450000000000000,14484700000000000000000,0
2021-2,io17dnalwa4vvl0t2dsj2hfc759d8z6kyle3am78e,12,5,1,3189016000000000000,1020095000000000000,0
2021-2,io1amsesrtmgk8h2q38n5lyke0g9zd769gnjk6r73,142,6,4,237073379409000000000000,40000000000000000000000,0
2021-2,io188x0y9y30aepulswl39y48fhx70j7fgsla436n,29,7,4,3423504727000000000000,2386670000000000000000,0
2021-2,io16p74f9d0740kvdhzad0gdyu8gx0xngq3ac47p3,13,5,2,2999364642000000000000,2999000000000000000000,0
2021-2,io1c2g8u6fyvwqt7uet7qath6myaa2p9v0t0u33c7,22,7,3,4416565937000000000000,2212444200000000000000,0
2021-2,io1rjlmzggd4vnjprgjf0220zslqa7lyhvl9khx8d,68,8,5,1689897621000000000000,1688000000000000000000,0
2021-2,io16gmq0q5rsp2kuj5w6uxak0sguskeeqgkrlt5z9,63,5,3,12551811608000000000000,11100000000000000000000,0
2021-2,io1t4p32ku5u26p4nx2xfe696glng78su7edhdntq,16,6,3,448721458891000000000000,365419000000000000000000,0
2021-2,io1ad778geqflljft4nu708pcaum0at0sqrsg0pmt,20,7,4,369784274513506465734,124422345529002700000,0
2021-2,io1yjwurpuqgwt6muhvh2q33l45v5qu5sy6yuehf6,208,13,8,50253928779500000000000,24450000000000000000000,0
2021-2,io16s0nfu0fgj7suecalwrw2p3k0p5jlwztzppxwx,14,6,2,795773614778497739033,455000000000000000000,0
2021-2,io1gzhfe5w0qxc9a0dz6wsgjpjyjmkv2gazk8crds,134,10,6,71144018521000000000000,20000000000000000000000,0
2021-2,io1a90xkt9dq5y6mmuylqa5tplu0gd9gym3wu7xh5,64,8,4,1808763000000000000,60357000000000000,0
2021-2,io1nt9mdjrsesvcnsrh4s8rl08q33nj2zq9axwfdx,70,5,2,122640197728000000000000,121595000000000000000000,0
2021-2,io1cpakxv88ydhnh2c0nn9eqyxk7mpgemcql5plwu,11,5,2,42814584547000002000000,26000000000000000000000,0
2021-2,io1yjdw6ur49l000sn7g6qq22jzs7ckhk42g2u82g,14,7,5,2241099173010224265226,1070127828583277000000,0
2021-2,io1gf4rvptferaj79gtx2mrq6y05vmvp7j7u5rw49,45,6,1,5061766642211030000,2000000000000000000,0
2021-2,io1qdc0vawt20p2vrr65s6hajf6f4waujv6dzzu9q,58,5,2,7501620096000000000000,7500000000000000000000,0
2021-2,io1mkvp43k5djtxmch4jq32s73fxvll7usvecfds5,109,9,7,3117856411810973708587157,1054000000000000000000000,0
2021-2,io1sa2n6np946mmyttny30dlk46sf5z8lhmd720ek,8,5,2,194261061504060908701,192159890504060908701,0
2021-2,io16rwzquvelf0nh2c3xly4569flqzhy9xaw55zlj,39,5,1,9930299589785328563,8900248589785328563,0
2021-2,io13ura0950dzlzsnrsy84g6038uh03thfj28kjav,38,7,5,2064952950000000000000,1024000000000000000000,0
2021-2,io1he2uzmvedelr3q09s00h8fekj7qxtnzsnnweu2,280,87,169,13978226605162000000000000,703982991300000000000000,10000000000000000
2021-2,io1pvfjp047z5pqncn6t3mckg8m9f3jnaqkuzygyr,152,7,5,1543136833000000000000,533811000000000000000,0
2021-2,io1epv3csg5y5nf4zghu0qen0yeauf5a3dy5e5x3q,76,12,5,10062280035844589400000,1240979610728956500000,0
2021-2,io1d98mvsl4y59mn4at2zle4u4ddwwl9klmlshp0j,10,5,5,336254207553007455000,300000000000000000000,0
2021-2,io1xkqhfzk6krk6h9kykygr93uqlcg6zes8p86dl9,101,8,4,48914726266469263900000,21344000000000000000000,0
2021-2,io18k9s4fqrw4ydl2aln973hp3ajvlc37vnfgdppq,46,6,2,5694109482808060000000,825000000000000000000,0
2021-2,io13ln76adyx29ddnhq63qexa00lrwk4d76d4ey40,449,7,3,16143673162124372000000,7086240000000000000000,0
2021-2,io18qudjldu9396w94v70td7dn9ph6pz6lh3vhvfv,96,6,4,20398706720040865000000,9235000000000000000000,0
2021-2,io1gshhrhnsfl4zsqxe9tchwtw639klwe6gvzqr4j,38,10,6,51079668502335293965187,17964469164007015680065,0
2021-2,io14pfnvpa7hr4kcyfjt4c95tqssj6xw23etyt5s7,68,7,3,15786597700000000000000,7500000000000000000000,0
2021-2,io1p6ep8cfhusfjanpjkv47wnrm9yvdp0ysxmxq8m,175,38,33,979760847123000000000000,50732000000000000000000,0
2021-2,io1md22csrx0l7huu6lxtrndwvte0ufve023dg3m2,206,103,2,201991044850000000000000,2000910000000000000000,0
2021-2,io1jskfjmsyhr8ljkfult86axzayhwsnq3vtzccnm,163,12,6,19724406940000000000000,6500000000000000000000,0
2021-2,io17rqde56p7prv2k53yl6xjkr9ywzm59n2whtv0z,32,16,3,2072945678858453400000,1040564625858453400000,0
2021-2,io1qdv39gmww4njqhfrtqlcl0mkwzhnls0ft8w6dh,47,8,6,16001119959000000000000,16000000000000000000000,0
2021-2,io10s9xw3lnavnf9n5afqt7mlpwj9enlam87phk80,26,7,3,4156669545000000300000,2082083100000000300000,0
2021-2,io18htel5fxvny2kqzmcjpucwx4dercdx89yy4nyd,48,14,1,49595435870000000000000000,3451085000000000000000000,10000000000000000
2021-2,io1zwy3sgma84kentx6nll5czzm7j7pn864nn5gh2,8,5,1,3715172293000000000000,3700000000000000000000,10000000000000000
2021-2,io17dqdavle4tj7rpthx3hdswvv93g4tssadnj9ya,73,16,8,99419355790000000000000,56000000000000000000000,0
2021-2,io13xpgwghlxf02hekdqxe0ynql2dqu6t9ef2eel7,78,7,3,14799666286858570915862,3587990783960286395862,0
2021-2,io1r4n9em327k4f76khvp2frywguctk6wedypme0m,52,6,1,3541470091732689874101,1000000000000000000000,0
2021-2,io19f0gs9u0usdn4akx4qwusq3uzwrvzzlcrcvdkd,50,7,4,5678879220000000000000,820000000000000000000,0
2021-2,io13muhrzl57t7kcee6v3zd28gec64de5af3ym8e5,63,6,2,12412676860000000000000,12400000000000000000000,0
2021-2,io13mf9mjzutqk6qlj7q7ze35y0t8a4l209ydff9d,68,7,4,11001932771000000000000,11000000000000000000000,0
2021-2,io1wnaks7kectrkxk5v4d7mh97jkqjl4p0690jxfx,58,14,5,9919046144997000000000000,812611180231360000000000,0
2021-2,io1v3qjkpzl6jpk0fggxxs2gcy9t77ctavy7g9n30,30,10,4,23769260633058131570462,10000000000000000000000,0
2021-2,io152euaw4ums625ywtj3fduvekwhydz3v4he5e0p,94,9,5,283016445089546997108104,283014066897546997108104,0
2021-2,io1vyuupg0arwe5djnh3q6w6kmxqrxgx5drsnrakl,310,19,9,215537646454012300373942,17969461435930580158690,0
2021-2,io1k5qhppqs0gf2kca4r0mdrsa0unxqeev2dfy6x5,22,7,4,2925264368898520287339,1351768510400051100000,0
2021-2,io1qaa256pzwx7lmq4zk0kjww62rglt9t4x9p28ef,165,13,14,2935290131078137757147,1642904013398015370234,0
2021-2,io1xgckt6xpzh0s6363hrr2nschespdpgnzm8azkx,26,5,2,17368379599000000000000,7167000000000000000000,0
2021-2,io1plq8pc7ftuuz3fh8xnyqjydp0ye6p5vl8kgdxc,47,7,5,6077147315136468496300000,3901681000000000000000000,0
2021-2,io18vry3kdwgglv9cnlfrq4hmwwk42hnv75df736e,56,8,3,719455789000000000000,200000000000000000000,0
2021-2,io1gva0nur662mrtf44xwxpw3er25ls0jhz5s0tyz,101,9,3,1507154755000000000000,1043660400000000000000,0
2021-2,io1g3hwc8vmnnn2lnrpncnpn20k72zr08z8yzm8ff,44,7,5,5255024993907000000000000,5255024000000000000000000,0
2021-2,io1ggmrt5aylyccqx6kcpjjkjpj49g9m8gulusva5,62,7,3,42805079575000000000000,41000000000000000000000,0
2021-2,io19ndcfkunfuez0yr60g7qdnmwgd524exw3lm7u2,18,7,2,152089332455000000000000,150990000000000000000000,0
2021-2,io1n2wc6u442jwf7vkrfnr8q3kp8vu7uaqyn6djd4,8,5,1,3615172303000000000000,3600000000000000000000,10000000000000000
2021-2,io143jmxsl8tqz44ue7n4w92cf3nsrkz8573yjp6p,26,5,2,555688277000000000000,555000000000000000000,0
2021-2,io1q3rsxr60c743vqyrv6myqgv762kltwvg02j5p9,426,10,5,2830234476695853070802668,713124991300000000000000,0
2021-2,io1luckslpzk6rv3xz7zcgkl47r24muryfvvelemg,64,7,2,1604357134000000000000,500000000000000000000,0
2021-2,io1k3p856udf6203hsn0are0ms45rv7xkn34a5eza,641,13,4,276459746236565104000000,161451294660546500000000,0
2021-2,io1s6ms4x5vl4vwlfvkpyrn2e7elvd9ljmcnejqxa,92,9,4,12081438814439265260000,5500000000000000000000,0
2021-2,io17kpprx7gpvgnv4vqdcm4mee4hk9r4a8m9hrynp,131,5,3,19999662048000000000000,5173940000000000000000,0
2021-2,io1453zcnvuyvuv35hfy9q357nqs9n7u0tdg3j32f,193,12,6,18294630679706510000000,15000907379706510000000,0
2021-2,io17h84l26352s78hmjttyvpng6wam92ghra5kjpt,87,15,7,223430117261000000000000,100421153700000000000000,0
2021-2,io15evtwhlxhdd5wpwf3hd9k6dcp3kynr73as8rch,8,5,2,10859275000000000000,6819275000000000000,10000000000000000
2021-2,io14k4rmr0zjffd4ysxyzskel0w79cznudc9lgcrd,31,9,4,7364611213000000000000,2500470000000000000000,0
2021-2,io1zds8wwve7caknmevsm8a9yydca3htyld66gexq,8,5,2,428947531696166836669,421846360696166836669,0
2021-2,io1wfnwlrtdxzcj5s5rzs06rsu8j0xsc6wq7988nm,8,5,2,3678101171000000000000,3676000000000000000000,0
2021-2,io1vygzjz25vzk8xgnd5rjt0609jgn3tfu6y80maw,19,7,4,9120290798400000000000,4620000000000000000000,0
2021-2,io1clg7dv6ruv009k6tlycn97wf64vpr58ymsx8fs,14,5,1,4038033023000000000000,3000000000000000000000,0
2021-2,io1hyw2kf2dr6yaedrcddgc7ghefutyacnppj32tn,64,9,4,1705858000000000000,71911000000000000,0
2021-2,io1w54myus7tf23z54jvex9u2ds7kzn0z62pva0m6,56,6,2,7535558092000000000000,7534000000000000000000,0
2021-2,io1uefpajenxgkzj4rtrs9zcuqpc45twhglumwhcn,10,5,2,214674654659473822319,209563483659473822319,0
2021-2,io1hsfs0sgkczj5ne6avvrhn6kun3hgzl6m28z9fk,67,5,2,42301487243000000000000,14400000000000000000000,0
2021-2,io1plly0c9flc6esvdwug8ym305yzq2gpgvsjurfw,57,7,2,8118514748000000000000,6073410000000000000000,0
2021-2,io17gzxhnqj9s5ajx22297ggpyhwtr6lwuszmwknl,67,8,21,354942559402337330819747,205926243722800285948050,0
2021-2,io1jhu9zl84qrvhu0hn55vxgdpx75gmpw2yyxanrn,125,5,5,618530089356700667941600,221898000000000000000000,0
2021-2,io14af0dlxfl8gal9qxlycv5cgqrzkx6ahdpaudac,34,5,2,7852206465245038221685,2204930265971649906500,0
2021-2,io1yjsa068u3ewz5qpaxc647lv29rpwraqsgrmqdr,39,7,4,4699512621617462999800,2303144576617463000000,0
2021-2,io1ckhxvjsa7nuh3klytx68jaacfg3h8q4cvttgut,40,5,4,51256713213000000000000,31054000000000000000000,0
2021-2,io18vwlt304nng4qlrltqvntuma65zmvtht9mn77h,37,5,1,19438162000000000000,18403600000000000000,0
2021-2,io1mm5ykjezh28w3fuyx30yrg9fszycrmgj7sru0x,26,5,2,2250661236000000000000,2250000000000000000000,0
2021-2,io1mwekae7qqwlr23220k5n9z3fmjxz72tuchra3m,69,6,2,592914574348000000000000,592800000000000000000000,0
2021-2,io1r6wp3zpx0m63a4aew533m0ujvmwj4sf4wl5u83,37,7,4,34921650000000000000,33000000000000000000,0
2021-2,io1lza3gnuld85jxgf6t0rc79vy6qneqs2xdm6uhs,83,5,1,3897512384000000000000,1044866400000000000000,0
2021-2,io17wp7ew4q0s72hcp5ct6srfnxn9rj848fthzhvp,25,5,2,113219565576043487250000,109999000000000000000000,0
2021-2,io1w9h78zvyjkzcalnj654lxu9wa040uvr7sjrkjz,421,6,4,1350753497470757320000000,200000000000000000000000,0
2021-2,io1jtgc6zt0e8uzwe9cz0vrqvyj079ww75xx5dhu8,66,5,2,5280596299083171370000,460536653124633400000,0
2021-2,io1z2wmt6y74ctc9l4y4ly73gkynp0p4haj2d326m,8912,883,1230,32297433100863756106719588,1685941811810312760726230,0
2021-2,io1majd3h2qacpcp4ezwydturqfwu4x0gggucu9r8,184,14,3,670385045156546900000,642442998510405900000,0
2021-2,io1shjeslwhagxx3wrnhdy8xyawm5ztazerfy08wl,77,6,4,496980837315000000000000,248465000000000000000000,0
2021-2,io1hpdkvsxv6sjz7mx6snkgk0u9qerraw875rskj4,20,7,2,520473864000000000000,500000000000000000000,0
2021-2,io196ka0lv4a9xhz8nsc0fmxawtxx5uxh3jv2nq2f,108,6,1,118133682000000000000,50000000000000000000,0
2021-2,io1cvcvyuu3w47ssa4fw2gs7g73zux7llnd83uget,118,31,48,1292503028254270000000000,211464000000000000000000,0
2021-2,io1vy9wej4pr35hszvnpx9845meww8j4dx0rvv6tr,54,21,2,16719270000000000000000,4000000000000000000000,10000000000000000
2021-2,io1xdva8lfqh08h2vwe44q0r5x7t0e84jnsef8m7e,246,63,3,308005725466000000000000,44380000000000000000000,0
2021-2,io13qwqlxewqeref7dxg7v3a6x5kjenl4lp0pwaf4,56,8,3,12719413590422865000000,5000000000000000000000,0
2021-2,io1zqwjpw568y9x66l3vdxhx4e3luvz6d3x0dvhpa,27,7,4,7557694151269496616446,1950498800000000000000,0
2021-2,io1lz0sc3y6sntdac0rd43vfujxqyj6a3x4wwkp6f,245,14,5,19351267951660000000000,8503608900000000000000,0
2021-2,io1v476v23hzzqnauwke6m80ptyde3yge68dnam43,18,9,2,2282195554000000000000,1202000000000000000000,0
2021-2,io15kjhz8hh880wvhh3cdnpaqchatr83ahsxf8c3n,191,5,5,56407601350000000000000,30988792100000000000000,0
2021-2,io1tnh76pw5fyp6t6gg6u5lpxjdkzsd8cag0ywcmf,84,40,0,311871404000000000000,21000000000000000000,10000000000000000
2021-2,io13z29ktuaymuyv2fx2xp8kf9gq452qmvtj4yta7,85,6,3,14875780885000000000000,12584400000000000000000,0
2021-2,io169ssmsf07kn9zqjhkgupjm5vd30dw438lrty9m,86,13,4,8647109804651000000000000,2000000000000000000000000,10000000000000000
2021-2,io1un3wf5l3lqz33jd672cd44wtw9lzmx8r0uj3he,45,11,8,1181415000000000000,60357000000000000,0
2021-2,io1d7kkm6tpnwp8jcf0prym6ac8gn980s93m5xp0c,50,16,2,3057776395000000000000,1041080400000000000000,0
2021-2,io1a6fu3xtwxrjpwem4au82eqysul5y6mheu9vrw6,546,9,6,55631578123000000000000,25100000000000000000000,0
2021-2,io1tmt2vp28afp2vd3h598n0lwu6sj3lyc64apjw3,259,10,4,6530145754027000000000000,2000000000000000000000000,0
2021-2,io1rqm2keejw4jypgl0w6hr96r054ns63u0hqrfuy,84,21,1,421896484800000000000000,10045154400000000000000,0
2021-2,io1l6mldusluvdccy90kvwfydvgcsumgzdxrx3aw3,83,10,5,34891520464338400000000,17530000000000000000000,0
2021-2,io12f6r00pjhx0vq440948kpps07yuwh8t2c5dgdh,56,13,6,12001424090000000000000,12000000000000000000000,0
2021-2,io1jdn7lk79nk45a38a0cyf34zwuvcf3r778c6v9r,13,5,2,12526542354000000000000,12523000000000000000000,0
2021-2,io1zl0tg9adge6kctyvwmfjysrxd5ekw8kjzsf8nx,127,11,3,48432457605951895588652,10111156000000000000000,0
2021-2,io10jajz8ghj35hl28az9utjkpxhmj0fk3ar7ucev,82,12,2,88697570637372600000000,20250000000000000000000,0
2021-2,io14fhhv0u8449pfvgjpq09jz44jrltykd2ha47tq,149,15,6,60051441147243539256603,16734096687558728840435,0
2021-2,io1tu8jpsahy89945rjfx92grsfzjl8khxpz44kfl,145,12,6,4850717324763573768600,4100000000000000000000,0
2021-2,io1h3uszhvvmxgl7gtse497emx8yh2us4r46crt5c,22,5,2,952084395670568053225,482218063670568053225,0
2021-2,io1zuu6ef5rcwgp563ldkzvxvdpsegs4apqunvze5,20,6,1,578141495000000000000,264000000000000000000,0
2021-2,io1ktry3xwfwmnecxs4vx0v9camsv4pnk7nmvpzsf,16,6,2,24022336863000000000000,13480000000000000000000,0
2021-2,io1mx8rktsnkxr6tftgestjvw5ef876jsf653wtk9,10,5,2,244344888000000000000,242000000000000000000,0
2021-2,io1f5ccruzaa0yfhpfgw8pcknvfgqvu9aj60cc39y,51,5,2,280765981154000000000000,128430000000000000000000,0
2021-2,io17mqrqygklyrgaqumk7ga2nu34eqcpyl72mvhpj,32,10,5,740964000000000000,60357000000000000,0
2021-2,io1y4fhm50fagd5e8ec0ks749t9wgrcj3hfm0nzwt,12,7,2,588670337000000000000,282000000000000000000,0
2021-2,io1tqxmc9fn2mkupyf7lggkkn9l83mqdwz32lfvhe,41,7,2,5702086025000000000000,5700000000000000000000,0
2021-2,io17quey60qkxjucw6czgww7k773qzrcgpzqf2xxv,48,13,1,48681913030000000000000000,3373340000000000000000000,10000000000000000
2021-2,io1l4fuw9q2safc6vfyqla00jxarpxw2mvsa3ygf2,37,7,3,22749979454000000000000,10150563300000000000000,0
2021-2,io13veaupq62yrlrwefvfx84l947lg5e7xds7deec,96,11,7,2474404764853882468240210,852000000000000000000000,0
2021-2,io1j635502ptrh3gu92vptjkms87yj95c2fwr2myz,122,15,9,107872618958000000000000,34253000000000000000000,0
